X,jumlah_kartu,outstanding,limit_kredit,tagihan,total_pemakaian_tunai,total_pemakaian_retail,sisa_tagihan_tidak_terbayar,kode_cabang,rasio_pembayaran,persentasi_overlimit,rasio_pembayaran_3bulan,rasio_pembayaran_6bulan,skor_delikuensi,flag_kredit_macet,jumlah_tahun_sejak_pembukaan_kredit,total_pemakaian,sisa_tagihan_per_jumlah_kartu,sisa_tagihan_per_limit,total_pemakaian_per_limit,pemakaian_3bln_per_limit,pemakaian_6bln_per_limit,utilisasi_3bulan,utilisasi_6bulan
2855,2,860773,5000000.0,132000.0,0.0,840113.0,0.0,I,99.6,0.0,74.6,33.1,0,0,9.0,840113.0,0.0,0.0,0.168,0.0921,0.185,0.0847,0.28800000000000003
8172,5,147467187,82000000.0,50306332.0,0.0,102000000.0,0.0,F,100.0,11.0,100.0,100.0,0,0,14.3,102000000.0,0.0,0.0,1.24,0.627,0.444,0.78,0.445
10801,2,1612457,15000000.0,1612039.0,0.0,159000.0,0.0,A,100.0,0.0,65.5,42.9,0,0,4.67,159000.0,0.0,0.0,0.0106,0.0319,0.0,0.149,0.204
580,7,37922655,99000000.0,19984803.0,0.0,24232849.0,31705026.0,A,0.0,0.0,67.22,66.67,0,0,15.58333333,24232849.0,4529289.429,0.320252788,0.244776253,0.100177003,0.04102736,0.205605394,0.134697391
342,2,14520258,20000000.0,9854952.0,0.0,2125031.0,7143198.0,A,0.0,0.0,74.81,53.84,0,0,2.583333333,2125031.0,3571599.0,0.35715990000000003,0.10625155,0.2973935,0.447762767,0.649697513,0.6901517
522,2,42860216,100000000.0,15898418.0,0.0,44846816.0,47426044.0,A,0.0,0.0,41.4,124.11,0,0,5.166666667,44846816.0,23713022.0,0.47426044,0.44846816,0.129373755,0.118070577,0.242719253,0.15811337
5515,3,7453876,7000000.0,1050000.0,2200000.0,0.0,5155000.0,G,60.8,11.9,69.1,54.1,0,0,16.3,2200000.0,1718333.0,0.736,0.314,0.175,0.0684,0.823,0.0701
7743,2,8427255,7000000.0,8443372.0,0.0,0.0,8000000.0,G,0.0,20.5,15.6,37.0,0,0,3.42,0.0,4000000.0,1.14,0.0,0.20600000000000002,0.0405,0.995,0.99
7016,2,7630780,7000000.0,3100137.0,0.0,3299000.0,4873787.0,A,81.1,8.85,131.0,82.3,0,0,10.4,3299000.0,2436894.0,0.696,0.47100000000000003,0.46299999999999997,0.39399999999999996,0.816,0.731
8427,2,5046552,15000000.0,3734988.0,0.0,0.0,4497492.0,F,31.4,0.0,18.2,46.1,0,0,6.33,0.0,2248746.0,0.3,0.0,0.0271,0.19399999999999998,0.35,0.243
8375,2,4568078,5000000.0,2821381.0,0.0,467148.0,2747165.0,A,9.96,0.0,100.0,115.0,0,0,2.33,467148.0,1373583.0,0.5489999999999999,0.0934,0.344,0.217,0.862,0.47100000000000003
11209,2,8765847,20000000.0,4708280.0,0.0,0.0,10459507.0,A,101.0,0.0,99.9,70.1,0,0,2.42,0.0,5229754.0,0.523,0.0,0.0109,0.20800000000000002,0.486,0.54
5746,2,4951531,5000000.0,4806000.0,0.0,161999.0,4293695.0,A,17.6,0.0,40.9,45.0,0,0,3.58,161999.0,2146848.0,0.8590000000000001,0.0324,0.265,0.37,0.975,0.8370000000000001
13350,2,534280,13000000.0,361168.0,0.0,168115.0,308045.0,A,101.0,0.0,67.3,42.0,0,0,8.92,168115.0,154023.0,0.0237,0.0129,0.0302,0.0,0.0976,0.0857
13781,2,2896583,3000000.0,2211822.0,600000.0,68200.0,2973343.0,I,0.0,0.0,83.5,33.0,0,0,1.75,668200.0,1486672.0,0.991,0.223,0.158,0.39899999999999997,0.937,0.674
5839,2,97638,5000000.0,51192.0,0.0,0.0,0.0,J,0.0,0.0,0.0,0.0,0,1,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0126,0.0
3423,2,34283863,69000000.0,38221105.0,0.0,1430400.0,38534543.0,A,0.0,0.0,12.1,60.0,0,0,8.5,1430400.0,19267272.0,0.5579999999999999,0.0207,0.0416,0.19399999999999998,0.51,0.424
3899,2,3268211,3000000.0,2357968.0,0.0,672200.0,3240913.0,A,118.0,8.75,100.0,100.0,0,0,4.25,672200.0,1620457.0,1.08,0.22399999999999998,0.585,0.899,0.894,1.02
3841,3,9206020,6000000.0,7758210.0,0.0,252998.0,7325817.0,E,41.9,25.6,10.4,0.0,0,0,5.67,252998.0,2441939.0,1.22,0.0422,0.138,0.13,1.27,0.86
6601,3,6950907,7000000.0,6054644.0,0.0,2823176.0,5524672.0,F,40.2,0.0,162.0,182.0,0,0,11.0,2823176.0,1841557.0,0.789,0.40299999999999997,0.441,0.493,0.8370000000000001,0.677
539,2,7680264,8000000.0,2755705.0,0.0,5303581.0,8007707.0,I,100.31,0.0,37.59,69.11,0,0,1.5833333330000001,5303581.0,4003853.5,1.000963375,0.662947625,0.530303156,0.568797125,1.013953625,0.725812166
6420,3,5278243,10000000.0,935372.0,0.0,20450.0,1846634.0,A,100.0,0.0,100.0,100.0,0,0,5.75,20450.0,615545.0,0.185,0.0020399999999999997,0.0028699999999999997,0.233,0.591,0.637
3021,2,2419815,4000000.0,575548.0,0.0,569442.0,0.0,A,200.0,0.0,135.0,114.0,0,0,7.25,569442.0,0.0,0.0,0.142,0.24,0.115,0.456,0.514
6815,2,11012326,10000000.0,10936727.0,0.0,0.0,11000000.0,A,4.48,10.2,12.3,10.1,0,0,1.83,0.0,5520597.0,1.1,0.0,0.105,0.0477,1.02,0.919
5500,2,4693998,4000000.0,3587845.0,0.0,66204.0,3667081.0,A,0.0,17.6,27.8,46.3,0,0,5.67,66204.0,1833541.0,0.917,0.0166,0.259,0.41200000000000003,0.768,0.72
11523,5,15951473,29000000.0,4054540.0,0.0,7426022.0,0.0,A,100.0,0.0,46.2,154.0,0,0,14.3,7426022.0,0.0,0.0,0.256,0.184,0.684,0.542,0.741
14380,2,3472985,3000000.0,3468603.0,400000.0,0.0,3349295.0,I,19.6,15.7,34.2,21.9,0,0,6.08,400000.0,1674648.0,1.12,0.133,0.244,0.00907,1.08,1.13
10738,2,5529662,5000000.0,3217905.0,0.0,100000.0,5525544.0,J,90.1,11.8,75.0,55.6,0,0,1.92,100000.0,2762772.0,1.11,0.02,0.557,0.525,1.07,1.01
2198,2,6811567,7000000.0,4467714.0,0.0,3077000.0,7255481.0,A,16.6,0.0,32.8,52.7,0,0,10.4,3077000.0,3627741.0,1.04,0.44,0.158,0.38,0.8370000000000001,0.787
1175,2,1658853,3000000.0,116319.0,0.0,7156.0,1433336.0,A,16.22,0.0,75.0,82.5,0,0,6.333333333,7156.0,716668.0,0.47777866700000005,0.002385333,0.21666666699999998,0.230088443,0.526273917,0.6166882229999999
8762,2,5331248,5000000.0,354080.0,0.0,0.0,5231887.0,I,100.0,6.69,45.5,109.0,0,0,2.17,0.0,2615944.0,1.05,0.0,0.0,0.0,1.08,1.05
13958,7,68368103,64000000.0,60756434.0,0.0,0.0,63623442.0,A,0.0,1.61,18.2,7.18,0,1,12.2,0.0,9089063.0,0.9940000000000001,0.0,0.0383,0.0525,0.915,0.716
14635,2,2506001,5000000.0,613039.0,0.0,541896.0,0.0,A,200.0,0.0,75.0,18.9,0,0,7.58,541896.0,0.0,0.0,0.10800000000000001,0.379,0.24,0.631,0.379
7349,3,5042146,4000000.0,4960376.0,0.0,0.0,5000000.0,A,0.0,27.8,15.1,464.0,0,0,4.33,0.0,1665086.0,1.25,0.0,0.0817,0.268,1.38,1.38
11324,2,334128,5000000.0,334128.0,0.0,0.0,349760.0,A,0.0,0.0,27.5,30.4,0,1,2.75,0.0,174880.0,0.07,0.0,0.0,0.0,0.109,0.396
2185,2,4518807,4000000.0,3783464.0,0.0,687250.0,4678820.0,I,13.9,12.9,7.34,18.0,0,0,6.58,687250.0,2339410.0,1.17,0.172,0.147,0.127,0.998,0.387
12072,2,3308629,3000000.0,3213741.0,0.0,0.0,0.0,A,130.0,10.3,75.0,70.2,0,1,7.5,0.0,0.0,0.0,0.0,0.642,0.5329999999999999,0.857,0.627
12391,2,1112588,3000000.0,1124563.0,0.0,641553.0,1120823.0,F,0.0,0.0,69.3,100.0,0,0,2.08,641553.0,560412.0,0.374,0.214,0.11199999999999999,0.237,0.44299999999999995,0.45299999999999996
5750,2,1774854,66000000.0,680545.0,0.0,0.0,1147769.0,A,100.0,0.0,122.0,130.0,0,0,7.0,0.0,573885.0,0.0174,0.0,0.0453,0.0606,0.0686,0.0846
13796,2,5884522,20000000.0,867422.0,0.0,3921268.0,0.0,A,100.0,0.0,100.0,100.0,0,0,1.92,3921268.0,0.0,0.0,0.196,0.23399999999999999,0.33899999999999997,0.237,0.364
12267,2,8445771,12000000.0,873420.0,0.0,0.0,0.0,F,100.0,0.0,75.0,83.2,0,0,8.58,0.0,0.0,0.0,0.0,0.129,0.203,0.674,0.526
2534,3,5364099,4000000.0,5136558.0,300000.0,229400.0,5361730.0,A,12.7,31.3,15.1,38.5,0,0,8.17,529400.0,1787243.0,1.34,0.132,0.0752,0.369,1.29,1.43
1060,3,145745,52000000.0,121087.0,0.0,0.0,0.0,A,0.0,0.0,25.0,50.0,0,1,6.75,0.0,0.0,0.0,0.0,0.0,0.0027557690000000004,0.0017965479999999998,0.0038365770000000003
9817,2,6473883,10000000.0,7109635.0,0.0,0.0,6529873.0,A,0.0,0.0,28.0,76.3,0,0,1.0,0.0,3264937.0,0.653,0.0,0.0,0.342,0.64,0.687
13567,4,6318865,13000000.0,6803117.0,0.0,1473280.0,6277973.0,A,30.6,0.0,10.1,6.5,0,0,12.8,1473280.0,1569493.0,0.483,0.113,0.0426,0.0263,0.413,0.295
13064,2,3557593,3000000.0,3555181.0,0.0,0.0,3529801.0,B,0.0,18.7,42.7,50.8,0,0,4.92,0.0,1764901.0,1.18,0.0,0.265,0.449,0.9329999999999999,0.77
6696,2,3254249,3000000.0,3116525.0,0.0,128950.0,3273621.0,A,10.0,8.53,7.38,9.85,0,0,4.67,128950.0,1636811.0,1.09,0.043,0.0572,0.0478,1.09,0.998
1155,3,5056100,5000000.0,5212212.0,0.0,94500.0,4893268.0,B,0.0,1.22,12.61,13.07,0,0,7.666666667,94500.0,1631089.333,0.9786536,0.0189,0.0851987,0.06934293400000001,1.08536025,1.139034066
14470,2,11201553,68000000.0,1013417.0,0.0,2250000.0,360000.0,I,101.0,0.0,58.5,28.9,0,0,9.42,2250000.0,180000.0,0.0052899999999999996,0.0331,0.0124,0.0383,0.15,0.14800000000000002
546,2,2154390,3000000.0,922302.0,0.0,456635.0,844314.0,F,91.83,0.0,56.2,41.51,0,0,4.75,456635.0,422157.0,0.281438,0.152211667,0.601813667,0.02,1.2312258329999999,1.295103557
8939,2,30682605,80000000.0,31801181.0,0.0,4074077.0,32703950.0,A,0.0,0.0,16.2,16.9,0,0,12.5,4074077.0,16351975.0,0.409,0.0509,0.0402,0.177,0.48100000000000004,0.41600000000000004
1091,3,91935100,75000000.0,32868529.0,0.0,0.0,94525200.0,F,0.0,41.83,49.99,100.0,0,1,10.91666667,0.0,31508400.0,1.2603360000000001,0.0,0.0,0.879754391,1.21000752,1.109688062
739,2,4888021,5000000.0,4750445.0,0.0,329609.0,0.0,A,100.0,0.0,77.46,100.03,0,0,4.75,329609.0,0.0,0.0,0.0659218,0.43508035,0.631426466,0.78011765,0.634140866
7936,2,5614275,6000000.0,7471612.0,0.0,420000.0,5556056.0,A,0.0,0.0,20.6,35.9,0,0,9.42,420000.0,2778028.0,0.9259999999999999,0.07,0.0466,0.426,1.24,1.23
418,4,2892810,42000000.0,2519575.0,0.0,306109.0,3601657.0,A,100.82,0.0,100.0,100.0,0,0,17.5,306109.0,900414.25,0.08575373800000001,0.00728831,0.054318452,0.141269841,0.090838214,0.294902683
14023,2,6322761,39000000.0,6161795.0,0.0,1387943.0,0.0,A,0.0,0.0,75.0,100.0,0,0,9.83,1387943.0,0.0,0.0,0.0356,0.0942,0.23600000000000002,0.133,0.23600000000000002
5947,2,10086074,10000000.0,10092130.0,0.0,1355000.0,10077379.0,A,12.0,1.2,18.6,26.1,0,0,2.67,1355000.0,5038690.0,1.01,0.136,0.13,0.26,1.0,1.09
3749,2,462276,3000000.0,171848.0,0.0,0.0,0.0,G,100.0,0.0,100.0,100.0,0,0,4.92,0.0,0.0,0.0,0.0,0.0646,0.233,0.247,0.28
11455,2,3149951,9000000.0,422925.0,0.0,0.0,0.0,A,100.0,0.0,61.5,99.8,0,0,6.0,0.0,0.0,0.0,0.0,0.113,0.16399999999999998,0.365,0.267
5239,2,3556250,3000000.0,3561392.0,0.0,109000.0,3492370.0,A,0.0,18.4,10.1,11.1,0,0,2.75,109000.0,1746185.0,1.16,0.0363,0.0752,0.0778,1.08,0.853
1380,2,18356403,18000000.0,18308445.0,0.0,0.0,18412734.0,A,35.07,1.88,11.58,10.61,0,0,4.666666667,0.0,9206367.0,1.022929667,0.0,0.055555556,0.11840740699999999,1.166096389,1.210801759
10102,2,17446816,20000000.0,17185537.0,0.0,0.0,16464432.0,B,31.7,0.0,19.3,16.2,0,0,1.83,0.0,8232216.0,0.823,0.0,0.0385,0.289,0.9359999999999999,0.9440000000000001
7047,2,15299659,22000000.0,15314552.0,0.0,1024250.0,15314552.0,H,18.5,0.0,77.5,100.0,0,0,11.9,1024250.0,7657276.0,0.696,0.0466,0.364,0.252,0.7340000000000001,0.36700000000000005
3976,2,625503,4000000.0,316000.0,0.0,337344.0,0.0,I,100.0,0.0,32.5,140.0,0,0,2.75,337344.0,0.0,0.0,0.0843,0.141,0.11699999999999999,0.121,0.161
72,4,2179039,20000000.0,2166774.0,0.0,1333540.0,2653632.0,A,0.0,0.0,75.0,50.81,0,0,3.416666667,1333540.0,663408.0,0.1326816,0.066677,0.02935,0.007836667,0.037730413,0.015649917
11827,2,487902,3000000.0,248921.0,0.0,194455.0,0.0,I,0.0,0.0,75.0,101.0,0,0,2.08,194455.0,0.0,0.0,0.0648,0.0305,0.0,0.284,0.47600000000000003
9313,3,8488546,8000000.0,8205962.0,0.0,2399059.0,8364866.0,E,11.3,6.5,18.6,16.3,0,0,7.92,2399059.0,2788289.0,1.05,0.3,0.23199999999999998,0.124,0.7340000000000001,0.505
4923,2,87661,5000000.0,80082.0,0.0,313.0,0.0,E,76.9,0.0,19.9,0.0,0,0,2.92,313.0,0.0,0.0,6.26e-05,0.000106,0.0,0.0136,0.0
12989,3,749227,6000000.0,688959.0,0.0,48000.0,902871.0,A,0.0,0.0,175.0,40.1,0,0,13.0,48000.0,300957.0,0.15,0.008,0.00941,0.3,0.4,0.759
5102,3,22838363,20000000.0,22228998.0,0.0,942750.0,24892004.0,A,20.2,14.2,20.3,3.56,0,0,1.92,942750.0,8297335.0,1.24,0.0471,0.133,0.11800000000000001,1.07,0.996
9070,2,3061999,3000000.0,1437632.0,0.0,0.0,2240714.0,I,0.0,2.17,83.5,100.0,0,0,3.17,0.0,1120357.0,0.747,0.0,0.17600000000000002,0.17600000000000002,0.9520000000000001,0.9990000000000001
5024,2,3690386,5000000.0,3574722.0,0.0,0.0,3586261.0,A,28.0,0.0,12.5,10.0,0,0,4.5,0.0,1793131.0,0.7170000000000001,0.0,0.0304,0.0795,0.861,0.809
14956,3,92100507,83000000.0,58684317.0,0.0,505061.0,85657171.0,A,10.7,10.7,8.42,10.9,0,0,13.1,505061.0,28552390.0,1.03,0.00609,0.10400000000000001,0.0443,1.07,1.02
5438,3,6591142,10000000.0,6436713.0,0.0,0.0,6586713.0,I,6.86,0.0,10.1,12.5,0,1,11.2,0.0,2195571.0,0.659,0.0,0.0,0.213,0.638,0.633
6844,2,486690,35000000.0,389757.0,0.0,0.0,481188.0,A,0.0,0.0,9.68,11.6,0,0,4.42,0.0,240594.0,0.0137,0.0,0.0,0.0,0.0152,0.0181
9739,2,365725,3000000.0,379335.0,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,0,0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0386,0.0
15471,2,11997380,15000000.0,12000000.0,0.0,0.0,12000000.0,A,19.8,0.0,51.0,118.0,0,0,2.83,0.0,6000000.0,0.8,0.0,0.33299999999999996,0.122,0.7290000000000001,0.701
6399,2,726621,5000000.0,461339.0,0.0,205721.0,416664.0,H,100.0,0.0,78.3,100.0,0,0,6.58,205721.0,208332.0,0.0833,0.0411,0.052000000000000005,0.054000000000000006,0.0898,0.0777
12489,2,23873119,24000000.0,4329976.0,0.0,15000000.0,0.0,B,100.0,0.0,100.0,67.4,0,0,8.08,15000000.0,0.0,0.0,0.624,0.626,0.847,1.02,0.973
11712,4,134563558,135000000.0,125000000.0,0.0,14927543.0,128000000.0,A,14.7,0.0,16.2,17.2,0,0,11.8,14927543.0,32000000.0,0.9470000000000001,0.111,0.0806,0.0316,0.83,0.419
5009,4,3237979,60000000.0,3085352.0,0.0,0.0,2801247.0,A,0.0,0.0,25.0,10.0,0,0,9.58,0.0,700000.0,0.0467,0.0,0.00228,0.00346,0.048,0.0757
10016,5,31073931,47000000.0,31357680.0,0.0,1244802.0,30451131.0,A,9.27,0.0,13.1,20.9,0,0,8.75,1244802.0,6090226.0,0.648,0.0265,0.10300000000000001,0.168,0.7040000000000001,0.91
15204,2,2513832,9000000.0,2397448.0,0.0,0.0,2547067.0,J,33.5,0.0,30.6,47.1,0,0,5.17,0.0,1273534.0,0.28300000000000003,0.0,0.16699999999999998,0.261,0.47100000000000003,0.401
12553,3,2115600,9000000.0,1142303.0,0.0,830460.0,1154148.0,A,123.0,0.0,100.0,72.7,0,0,8.92,830460.0,384716.0,0.128,0.0923,0.163,0.114,0.193,0.0516
7873,2,4473952,5000000.0,4446009.0,0.0,0.0,4496151.0,F,22.8,0.0,12.3,47.9,0,0,0.917,0.0,2248076.0,0.899,0.0,0.152,0.287,0.825,0.633
3771,2,7272807,8000000.0,7486505.0,0.0,0.0,7219783.0,A,0.0,0.0,7.39,10.0,0,0,1.08,0.0,3609892.0,0.902,0.0,0.0,0.10099999999999999,0.7929999999999999,0.855
12383,4,26641733,27000000.0,25508272.0,0.0,1845502.0,25000000.0,A,32.3,3.43,69.0,2681.0,0,0,18.5,1845502.0,6243806.0,0.925,0.0684,0.361,1.01,1.03,1.06
13113,4,4277024,7000000.0,3595953.0,0.0,1047000.0,3608582.0,A,36.3,0.0,42.9,26.7,0,0,19.7,1047000.0,902146.0,0.516,0.15,0.191,0.17300000000000001,0.8140000000000001,1.05
9059,2,902871,5000000.0,935001.0,0.0,0.0,936255.0,A,19.2,0.0,75.0,100.0,0,0,2.42,0.0,468128.0,0.187,0.0,0.0467,0.054000000000000006,0.163,0.0559
12777,3,22260087,25000000.0,22058743.0,0.0,-550264.0,22102509.0,A,0.0,0.0,10.4,11.0,0,0,9.0,-550264.0,7367503.0,0.884,-0.022000000000000002,0.0779,0.121,0.826,0.813
1798,4,18679029,20000000.0,18679029.0,0.0,0.0,18639658.0,A,12.82,0.0,7.23,22.53,0,1,0.916666667,0.0,4659914.5,0.9319829,0.0,0.036440613,0.09573469999999999,1.0080532629999999,0.9342970840000001
13629,2,7867898,9000000.0,9635053.0,0.0,0.0,7914612.0,A,9.97,0.0,4.89,10.2,0,0,13.4,0.0,3957306.0,0.879,0.0,0.0,0.0361,0.9440000000000001,1.05
13352,2,3792890,3000000.0,3803224.0,0.0,0.0,3806096.0,A,4.21,26.3,42.1,127.0,0,0,1.92,0.0,1903048.0,1.27,0.0,0.496,1.09,1.14,1.03
3961,2,674200,3000000.0,235601.0,0.0,183840.0,0.0,J,117.0,0.0,77.5,33.3,0,0,6.67,183840.0,0.0,0.0,0.0613,0.18100000000000002,0.231,0.33799999999999997,0.214
11516,2,5567010,18000000.0,2696389.0,0.0,1236755.0,0.0,A,100.0,0.0,100.0,100.0,0,0,11.5,1236755.0,0.0,0.0,0.0687,0.0846,0.121,0.31,0.287
8982,2,12075603,45000000.0,2336048.0,0.0,11920000.0,5331250.0,A,100.0,0.0,66.7,17.0,0,0,10.7,11920000.0,2665625.0,0.11800000000000001,0.265,0.1,0.0675,0.0946,0.0808
10918,2,826870,48000000.0,820310.0,0.0,0.0,727409.0,A,22.7,0.0,75.0,110.0,0,0,24.2,0.0,363705.0,0.0152,0.0,0.00865,0.00275,0.0149,0.0048200000000000005
1216,3,616117,64000000.0,525752.0,0.0,0.0,0.0,A,0.0,0.0,100.0,100.0,0,0,16.25,0.0,0.0,0.0,0.0,0.0,0.013020833,0.008383348,0.04227074
14412,3,2689197,25000000.0,1891042.0,0.0,893833.0,1207936.0,B,0.0,0.0,54.4,101.0,0,0,4.92,893833.0,402645.0,0.0483,0.0358,0.0792,0.262,0.22699999999999998,0.5720000000000001
2264,4,20744791,28000000.0,3806959.0,0.0,15330022.0,0.0,A,118.0,0.0,99.9,100.0,0,0,5.75,15330022.0,0.0,0.0,0.5479999999999999,0.46399999999999997,0.47600000000000003,0.648,0.745
4280,3,56466649,80000000.0,7218180.0,0.0,4401500.0,0.0,A,100.0,0.0,75.0,71.7,0,0,1.83,4401500.0,0.0,0.0,0.055,0.000712,0.762,0.73,0.764
14529,3,6604198,28000000.0,1649598.0,0.0,0.0,2500000.0,A,0.0,0.0,66.7,75.7,0,0,7.08,0.0,833333.0,0.0893,0.0,0.0655,0.0856,0.284,0.28
232,2,1602248,7000000.0,208250.0,0.0,1490766.0,90325.0,A,0.0,0.0,30.25,8.33,0,0,10.41666667,1490766.0,45162.5,0.012903571,0.21296657100000002,0.137178857,0.19123757100000002,0.306410107,0.40711861899999996
656,2,9906728,16000000.0,9384196.0,0.0,206030.0,9537851.0,A,10.0,0.0,83.4,150.53,0,0,5.416666667,206030.0,4768925.5,0.5961156879999999,0.012876875,0.227658797,0.3250625,0.5285792810000001,0.238704208
11532,2,234857,22000000.0,137603.0,0.0,208000.0,220896.0,A,100.0,0.0,25.0,33.3,0,0,10.1,208000.0,110448.0,0.01,0.00945,0.0068,0.0034799999999999996,0.00657,0.00469
9376,5,10961798,49000000.0,2905241.0,0.0,0.0,1500000.0,F,147.0,0.0,125.0,100.0,0,0,14.4,0.0,300000.0,0.0306,0.0,0.195,0.5379999999999999,0.5539999999999999,0.792
410,2,351900,15000000.0,203583.0,0.0,204724.0,0.0,F,100.0,0.0,75.0,100.18,0,0,5.5,204724.0,0.0,0.0,0.013648267,0.014393333000000001,0.016399933000000002,0.050740367,0.064505889
15049,3,10385867,59000000.0,2382757.0,0.0,417000.0,0.0,B,100.0,0.0,102.0,102.0,0,0,19.2,417000.0,0.0,0.0,0.00707,0.0319,0.0255,0.179,0.19399999999999998
6159,2,71247,5000000.0,46573.0,0.0,0.0,53845.0,G,0.0,0.0,30.6,100.0,1,0,4.83,0.0,26923.0,0.0108,0.0,0.0042,0.141,0.00748,0.14400000000000002
10195,2,6716010,7000000.0,7305044.0,0.0,0.0,6927149.0,A,0.0,0.0,7.33,10.2,0,0,8.5,0.0,3463575.0,0.99,0.0,0.0,0.0498,0.898,0.932
15107,3,6420088,29000000.0,6803117.0,0.0,200000.0,7092023.0,B,24.7,0.0,22.7,30.0,0,0,15.4,200000.0,2364008.0,0.245,0.0069,0.0361,0.0417,0.259,0.285
6322,2,3469854,3000000.0,3357746.0,0.0,0.0,3463385.0,B,0.0,15.7,74.8,75.8,0,0,1.58,0.0,1731693.0,1.15,0.0,0.484,0.591,1.02,0.899
7683,4,7699116,175000000.0,7545701.0,0.0,0.0,7286791.0,A,0.0,0.0,4.54,15.6,0,1,10.5,0.0,1821698.0,0.0416,0.0,0.00143,0.00799,0.0437,0.0517
13868,4,68444095,94000000.0,51093920.0,0.0,0.0,61390114.0,A,0.0,0.0,73.2,5414.0,0,0,6.08,0.0,15347529.0,0.653,0.0,0.16,0.23,0.769,0.5529999999999999
9671,2,314828,7000000.0,326010.0,0.0,0.0,316188.0,B,0.0,0.0,12.5,33.4,0,0,9.25,0.0,158094.0,0.0452,0.0,0.0127,0.00953,0.0292,0.0
13947,2,6425495,5000000.0,6418345.0,0.0,0.0,6420907.0,A,10.2,27.9,8.17,17.2,0,0,1.0,0.0,3210454.0,1.28,0.0,0.07,0.0376,1.15,1.04
1607,2,3009968,3000000.0,2855468.0,0.0,2728071.0,2775820.0,E,100.0,0.19,55.94,66.67,0,0,4.916666667,2728071.0,1387910.0,0.9252733329999999,0.909357,0.27985,0.623233333,0.41810666700000004,0.678948667
6083,3,10336884,19000000.0,10437429.0,0.0,1728078.0,10389780.0,B,21.1,0.0,21.9,34.0,0,0,5.58,1728078.0,3463260.0,0.547,0.091,0.0809,0.17,0.528,0.513
2837,3,365693,4000000.0,327069.0,0.0,0.0,350987.0,C,52.7,0.0,53.9,49.9,0,0,3.42,0.0,116996.0,0.0877,0.0,0.187,0.222,0.452,1.1
10768,5,7423699,28000000.0,6345029.0,0.0,1977090.0,6933447.0,A,0.0,0.0,68.9,109.0,0,0,8.5,1977090.0,1386689.0,0.248,0.0706,0.124,0.0719,0.152,0.226
9285,2,2697929,3000000.0,2692164.0,0.0,0.0,2692164.0,B,0.0,0.0,27.5,33.1,0,1,5.83,0.0,1346082.0,0.897,0.0,0.231,0.0,0.667,0.36200000000000004
14850,2,4954238,5000000.0,4615765.0,0.0,277183.0,4945281.0,A,19.3,0.0,43.2,90.0,0,0,3.67,277183.0,2472641.0,0.9890000000000001,0.0554,0.217,0.462,0.9590000000000001,0.943
12895,2,544444,3000000.0,540257.0,0.0,0.0,0.0,B,0.0,0.0,100.0,211.0,0,0,2.0,0.0,0.0,0.0,0.0,0.00046399999999999995,0.00317,0.11599999999999999,0.0609
12167,4,67587233,60000000.0,56653261.0,0.0,0.0,63623442.0,J,16.0,8.82,8.42,17.9,0,0,11.5,0.0,15905861.0,1.06,0.0,0.16699999999999998,0.0612,1.13,0.741
14002,2,4136670,5000000.0,2273548.0,0.0,167463.0,4168874.0,A,100.0,0.0,97.4,99.8,0,0,0.917,167463.0,2084437.0,0.8340000000000001,0.0335,0.289,0.21100000000000002,0.87,0.907
7021,3,3027807,3000000.0,2175496.0,100000.0,68200.0,0.0,F,0.0,0.85,75.3,100.0,0,0,6.25,168200.0,0.0,0.0,0.0561,0.0,0.0039299999999999995,0.51,0.636
11068,2,843474,5000000.0,80738.0,0.0,908126.0,838160.0,A,141.0,0.0,100.0,100.0,0,0,2.67,908126.0,419080.0,0.168,0.182,0.182,0.46299999999999997,0.125,0.193
5154,3,8182789,7000000.0,8162534.0,0.0,0.0,8289895.0,H,0.0,32.1,9.09,29.1,0,0,8.83,0.0,2763298.0,1.18,0.0,0.24,0.0486,1.07,0.557
2116,3,8640053,7000000.0,8223500.0,0.0,326100.0,8591441.0,A,10.0,22.7,35.7,35.6,0,0,14.5,326100.0,2863814.0,1.23,0.0466,0.251,0.102,1.18,1.05
14171,4,4464542,5000000.0,4461580.0,0.0,0.0,4456908.0,E,0.0,0.0,12.7,37.5,0,0,2.17,0.0,1114227.0,0.8909999999999999,0.0,0.1,0.198,0.8420000000000001,0.8029999999999999
1257,2,5735148,6000000.0,5467905.0,0.0,728073.0,5789495.0,F,0.0,0.0,9.04,50.0,0,0,5.416666667,728073.0,2894747.5,0.964915833,0.1213455,0.073291667,0.07565,1.012867958,0.8555922220000001
14011,2,7474329,7000000.0,2981653.0,0.0,0.0,2133750.0,E,60.9,2.07,83.9,100.0,0,0,9.58,0.0,1066875.0,0.305,0.0,0.575,0.601,1.06,0.485
7388,3,663527,7000000.0,272698.0,0.0,512326.0,0.0,G,100.0,0.0,73.7,28.8,0,0,9.33,512326.0,0.0,0.0,0.0732,0.317,0.114,0.22899999999999998,0.157
11684,2,67330,19000000.0,75567.0,0.0,0.0,65988.0,A,0.0,0.0,0.0,0.0,0,1,1.75,0.0,32994.0,0.0034700000000000004,0.0,0.0,1.75e-05,0.0016600000000000002,0.0046
